window,odds_ratio,p_value,win_start,win_end
win_102,1.3897202267529793,0.656695421149849,1010001,1020000.0
win_103,0.5678417272328978,0.3239811981817432,1020001,1030000.0
win_104,0.8214776993974409,0.6117760502578775,1030001,1040000.0
win_105,0.0,1.0,1040001,1050000.0
win_106,0.5472421795744133,0.002370539487942046,1050001,1060000.0
win_107,0.7469904167711262,0.05300639846444318,1060001,1070000.0
win_108,1.0034127453330353,0.905002244691022,1070001,1080000.0
win_109,2.2003903434403,0.4001578094191266,1080001,1090000.0
win_110,1.342611668538125,0.4625707838723704,1090001,1100000.0
win_111,0.4982005339722971,0.1931397296651125,1100001,1110000.0
win_112,6.601171954611773,0.19670879746319855,1110001,1120000.0
win_113,1.003578915793058,0.733776202449326,1120001,1130000.0
win_114,1.178780657051867,0.6181908362040787,1130001,1140000.0
win_115,1.466926741578388,0.5181520696467068,1140001,1150000.0
win_116,0.9816473737102331,0.8870979172661947,1150001,1160000.0
win_117,0.7606270201772617,0.3923118071809735,1160001,1170000.0
win_118,1.0234981549009834,0.10328052290556346,1170001,1180000.0
win_119,0.9430240371639733,1.0,1180001,1190000.0
win_120,0.8481933328718889,0.5470351618088918,1190001,1200000.0
win_121,0.9977151640129369,0.8745666193193915,1200001,1210000.0
win_122,0.0,1.0,1210001,1220000.0
win_123,0.0,1.0,1220001,1230000.0
win_124,0.0,1.0,1230001,1240000.0
win_125,1.088105451321533,0.6772992383475096,1240001,1250000.0
win_126,0.0,1.0,1250001,1260000.0
win_127,0.0,1.0,1260001,1270000.0
win_128,0.0,1.0,1270001,1280000.0
win_129,0.9779507522547994,1.0,1280001,1290000.0
win_130,0.0,1.0,1290001,1300000.0
win_131,0.0,0.39977461557700567,1300001,1310000.0
win_132,2.640468504557447,0.3547232576977328,1310001,1320000.0
win_133,2.640468504557447,0.3547232576977328,1320001,1330000.0
win_134,1.7841016405081667,0.21769973819335706,1330001,1340000.0
win_135,0.9935542788162662,0.8232113327101526,1340001,1350000.0
win_136,0.2933849785993286,0.3771536760555875,1350001,1360000.0
win_137,0.0,1.0,1360001,1370000.0
win_138,0.0,1.0,1370001,1380000.0
win_139,0.0,1.0,1380001,1390000.0
win_140,0.9868193953609101,0.6077259775087176,1390001,1400000.0
win_141,6.601171954611773,0.19670879746319855,1400001,1410000.0
win_142,0.0,1.0,1410001,1420000.0
win_143,0.8778358860727701,1.955761637085244e-05,1420001,1430000.0
win_144,1.650292642043866,0.4816548954651865,1430001,1440000.0
win_145,0.0,1.0,1440001,1450000.0
win_146,1.0268494366370187,0.8018522027978592,1450001,1460000.0
win_147,0.0,1.0,1460001,1470000.0
win_148,2.2003903434403,0.4001578094191266,1470001,1480000.0
win_149,0.0,1.0,1480001,1490000.0
win_150,0.0,0.6199807828339157,1490001,1500000.0
win_151,0.0,1.0,1500001,1510000.0
win_152,0.0,1.0,1510001,1520000.0
win_153,0.2411372041599849,0.0005982723349669667,1520001,1530000.0
win_154,1.650292642043866,0.4816548954651865,1530001,1540000.0
win_156,0.0,1.0,1550001,1560000.0
win_157,0.0,1.0,1560001,1570000.0
win_158,0.5740143337487286,0.7740764156185499,1570001,1580000.0
win_159,0.0,1.0,1580001,1590000.0
win_160,0.6286826251647741,1.0,1590001,1600000.0
win_161,0.0,1.0,1600001,1610000.0
win_162,0.0,1.0,1610001,1620000.0
win_163,1.0704599948866682,0.7587689661175065,1620001,1630000.0
win_164,1.04228995853603,0.7642544927516315,1630001,1640000.0
win_165,1.0042674951195372,0.674487290870093,1640001,1650000.0
win_166,0.8251460899492148,1.0,1650001,1660000.0
win_167,2.9338548390244004,0.17887830734812632,1660001,1670000.0
win_168,0.9105060367377107,1.0,1670001,1680000.0
win_170,0.9527459412024072,1.0,1690001,1700000.0
win_171,1.886051256692462,0.11390424580849089,1700001,1710000.0
win_172,0.0,0.6336806931696677,1710001,1720000.0
win_173,0.0,1.0,1720001,1730000.0
win_174,0.47911496488658173,0.027022921342223814,1730001,1740000.0
win_175,0.4169151515518578,0.1633715986751344,1740001,1750000.0
win_176,0.9999724302293664,1.0,1750001,1760000.0
win_177,0.0,1.0,1760001,1770000.0
win_178,1.3202341692007653,0.6656710511082881,1770001,1780000.0
win_179,0.0,1.0,1780001,1790000.0
win_180,0.0,1.0,1790001,1800000.0
win_181,1.010370900579526,0.6483593130414618,1800001,1810000.0
win_182,0.9660247381721064,1.0,1810001,1820000.0
win_183,0.7160548507127442,0.07083473138490415,1820001,1830000.0
win_185,3.300585746233168,0.3058473075420577,1840001,1850000.0
win_186,1.1001949406474318,0.6129358238585447,1850001,1860000.0
win_187,0.8657266335443183,0.8636281988660282,1860001,1870000.0
win_188,1.0244205579476984,0.46097715673365597,1870001,1880000.0
win_189,1.650292642043866,0.4816548954651865,1880001,1890000.0
win_190,3.5206283214823673,0.04058750430573705,1890001,1900000.0
win_191,0.0,1.0,1900001,1910000.0
win_192,0.4443076788876626,0.03142268130413295,1910001,1920000.0
win_193,0.8725673650064348,0.054139546887244344,1920001,1930000.0
win_195,3.772099342828886,0.12830028177925007,1940001,1950000.0
win_198,1.04228995853603,0.7642544927516315,1970001,1980000.0
win_205,0.9964029165289021,1.0,2040001,2050000.0
win_206,0.6948597922500594,1.0,2050001,2060000.0
win_207,0.0,1.0,2060001,2070000.0
win_208,3.3005868094388626,0.15318030769445384,2070001,2080000.0
win_209,6.601171954611773,0.19670879746319855,2080001,2090000.0
win_210,0.0,1.0,2090001,2100000.0
win_211,1.3202340212060055,0.5520794451013531,2100001,2110000.0
win_212,1.886049209268793,0.3122622971330078,2110001,2120000.0
win_213,0.7136396667854922,1.0,2120001,2130000.0
win_214,2.2003903434403,0.4001578094191266,2130001,2140000.0
win_217,0.0,1.0,2160001,2170000.0
win_218,0.4742497799893126,8.00865931538915e-07,2170001,2180000.0
win_219,0.0,1.0,2180001,2190000.0
win_220,1.0070688752532524,0.5138913361926507,2190001,2200000.0
win_222,2.2003903434403,0.4001578094191266,2210001,2220000.0
win_223,0.7766080574730589,1.0,2220001,2230000.0
win_224,0.7334631397164758,1.0,2230001,2240000.0
win_225,0.0,1.0,2240001,2250000.0
win_226,0.0,1.0,2250001,2260000.0
win_227,0.0,0.39977461557700567,2260001,2270000.0
win_228,1.886048799785195,0.44239327060147837,2270001,2280000.0
win_229,0.0,1.0,2280001,2290000.0
win_230,0.0,1.0,2290001,2300000.0
win_231,1.2573674965931942,0.38496153862601357,2300001,2310000.0
win_232,0.0,1.0,2310001,2320000.0
win_233,0.0,1.0,2320001,2330000.0
win_234,4.400781149026036,0.25326929135513926,2330001,2340000.0
win_235,inf,0.07041093859821831,2340001,2350000.0
win_236,4.800857474233886,0.017881305176686537,2350001,2360000.0
win_237,0.9412852229518244,0.2605693722174221,2360001,2370000.0
win_238,13.202344371368982,0.13586417952464952,2370001,2380000.0
win_239,1.0062646078369706,0.5420733655756012,2380001,2390000.0
win_240,13.202344371368982,0.13586417952464952,2390001,2400000.0
win_241,1.886048799785195,0.44239327060147837,2400001,2410000.0
win_242,13.202344371368982,0.13586417952464952,2410001,2420000.0
win_243,0.8475538847177854,0.2862359482806881,2420001,2430000.0
win_244,0.9303654764565445,0.8271835676437489,2430001,2440000.0
win_245,1.066027747727553,0.7669283639012473,2440001,2450000.0
win_246,1.4669273889434735,0.36400191209669214,2450001,2460000.0
win_247,3.772099342828886,0.12830028177925007,2460001,2470000.0
win_248,2.2003903434403,0.4001578094191266,2470001,2480000.0
win_249,0.0,1.0,2480001,2490000.0
win_250,0.0,1.0,2490001,2500000.0
win_251,0.0,1.0,2500001,2510000.0
win_252,2.2003903434403,0.4001578094191266,2510001,2520000.0
win_253,0.0,1.0,2520001,2530000.0
win_254,0.30703049279987826,0.09287334593244519,2530001,2540000.0
win_255,0.0,1.0,2540001,2550000.0
win_256,0.0,1.0,2550001,2560000.0
win_257,0.0,1.0,2560001,2570000.0
win_258,0.0,1.0,2570001,2580000.0
win_259,0.0,1.0,2580001,2590000.0
win_260,0.654660467150825,0.386263266678332,2590001,2600000.0
win_261,0.2538907846529179,0.18179079672607745,2600001,2610000.0
win_262,0.0,1.0,2610001,2620000.0
win_263,0.0,1.0,2620001,2630000.0
win_264,0.0,1.0,2630001,2640000.0
win_265,0.0,0.6278266891438118,2640001,2650000.0
win_266,0.0,1.0,2650001,2660000.0
win_267,0.0,1.0,2660001,2670000.0
win_269,0.0,1.0,2680001,2690000.0
win_270,0.843984114999425,0.6099529998227875,2690001,2700000.0
win_272,0.0,1.0,2710001,2720000.0
win_273,4.400781149026036,0.25326929135513926,2720001,2730000.0
win_274,0.8801558600888583,1.0,2730001,2740000.0
win_275,0.0,1.0,2740001,2750000.0
win_276,0.0,1.0,2750001,2760000.0
win_277,0.0,1.0,2760001,2770000.0
win_278,1.6502929425737816,0.3649990946409816,2770001,2780000.0
win_279,0.0,1.0,2780001,2790000.0
win_280,1.0317693091063316,0.05093400334206559,2790001,2800000.0
win_281,0.4889752724291718,0.7192379633575503,2800001,2810000.0
win_282,0.0,1.0,2810001,2820000.0
win_283,0.0,1.0,2820001,2830000.0
win_284,0.7544189021442653,0.8191399233662342,2830001,2840000.0
win_285,0.0,1.0,2840001,2850000.0
win_286,1.000734376303529,0.9527554320876523,2850001,2860000.0
win_287,0.0,1.0,2860001,2870000.0
win_290,0.7757735542026091,0.00013935584814091687,2890001,2900000.0
win_291,3.300585746233168,0.3058473075420577,2900001,2910000.0
win_292,0.0,0.6336806931696677,2910001,2920000.0
win_293,0.0,1.0,2920001,2930000.0
win_294,0.9910593205785722,0.4690605849127261,2930001,2940000.0
win_295,1.200212797065123,0.6848302448052709,2940001,2950000.0
win_296,0.0,0.6278266891438118,2950001,2960000.0
win_297,0.0,0.4043698770039589,2960001,2970000.0
win_298,13.202344371368982,0.13586417952464952,2970001,2980000.0
win_299,0.0,1.0,2980001,2990000.0
win_300,0.0,1.0,2990001,3000000.0
win_301,0.0,1.0,3000001,3010000.0
win_302,0.0,1.0,3010001,3020000.0
win_303,0.0,1.0,3020001,3030000.0
win_304,0.0,1.0,3030001,3040000.0
win_305,0.0,1.0,3040001,3050000.0
win_306,0.0,1.0,3050001,3060000.0
win_307,0.0,1.0,3060001,3070000.0
win_308,0.0,1.0,3070001,3080000.0
win_309,0.0,1.0,3080001,3090000.0
win_310,13.202344371368982,0.13586417952464952,3090001,3100000.0
win_311,0.0,1.0,3100001,3110000.0
win_312,1.886048799785195,0.44239327060147837,3110001,3120000.0
win_313,0.0,1.0,3120001,3130000.0
win_315,0.0,1.0,3140001,3150000.0
win_316,0.0,1.0,3150001,3160000.0
win_317,3.300585746233168,0.3058473075420577,3160001,3170000.0
win_318,0.0,1.0,3170001,3180000.0
win_319,0.0,1.0,3180001,3190000.0
win_320,1.010693545803344,0.4648786197796219,3190001,3200000.0
win_321,0.0,1.0,3200001,3210000.0
win_322,1.0487123779487202,0.09370219633728047,3210001,3220000.0
win_323,1.0358319970525254,0.2765949763634922,3220001,3230000.0
win_324,0.9105059540191426,1.0,3230001,3240000.0
win_325,0.0,1.0,3240001,3250000.0
win_330,0.9040755892807276,0.11172838402777957,3290001,3300000.0
win_334,0.0,1.0,3330001,3340000.0
win_335,0.0,1.0,3340001,3350000.0
win_336,0.8801558600888583,1.0,3350001,3360000.0
win_337,0.725402592519821,0.6877883491688861,3360001,3370000.0
win_338,0.0,1.0,3370001,3380000.0
win_339,1.0287537471678823,0.8310289681699741,3380001,3390000.0
win_340,0.645763621662912,0.0726219638427899,3390001,3400000.0
win_341,0.620242872988109,0.2716433846701287,3400001,3410000.0
win_342,4.950882502187105,0.03753930321371563,3410001,3420000.0
win_343,4.400785863999037,0.02253784661190663,3420001,3430000.0
win_344,0.9430241688198793,1.0,3430001,3440000.0
win_345,2.0311299887734156,0.28550478546367286,3440001,3450000.0
win_346,3.772099342828886,0.12830028177925007,3450001,3460000.0
win_347,2.64046926269283,0.2051557469600461,3460001,3470000.0
win_348,1.018506348546538,0.565503050080941,3470001,3480000.0
win_349,0.8801558600888583,1.0,3480001,3490000.0
win_350,1.0821591023155295,0.8084113579908094,3490001,3500000.0
win_351,13.20235001062935,0.027027318075325987,3500001,3510000.0
win_352,1.1001949406474318,0.6129358238585447,3510001,3520000.0
win_353,0.3608804300614649,6.569591232132358e-05,3520001,3530000.0
win_354,0.6948597922500594,1.0,3530001,3540000.0
win_355,3.300585746233168,0.3058473075420577,3540001,3550000.0
win_356,2.0311299887734156,0.28550478546367286,3550001,3560000.0
win_357,2.9338548390244004,0.17887830734812632,3560001,3570000.0
win_358,0.0,1.0,3570001,3580000.0
win_359,0.0,1.0,3580001,3590000.0
win_360,0.0,1.0,3590001,3600000.0
win_361,0.0,1.0,3600001,3610000.0
win_363,1.1480295917887569,0.6948142205950054,3620001,3630000.0
win_364,0.9818190994144229,1.0,3630001,3640000.0
win_365,0.9964029165289021,1.0,3640001,3650000.0
win_367,0.0,0.39518986186294824,3660001,3670000.0
win_368,0.0,1.0,3670001,3680000.0
win_370,0.0,1.0,3690001,3700000.0
win_371,0.0,1.0,3700001,3710000.0
win_372,0.0,0.623187516371728,3710001,3720000.0
win_373,0.0,1.0,3720001,3730000.0
win_374,0.0,1.0,3730001,3740000.0
win_375,0.0,1.0,3740001,3750000.0
win_376,0.0,1.0,3750001,3760000.0
win_378,1.7603125336981202,0.33879401886445615,3770001,3780000.0
win_379,1.2573658314154288,0.6750847234666294,3780001,3790000.0
win_380,0.5500970313303941,0.5818670445538929,3790001,3800000.0
win_381,0.3667313387855198,0.5169996749587495,3800001,3810000.0
win_382,0.88927603694595,0.7858350967810247,3810001,3820000.0
win_383,0.893907714262981,0.7858212395473906,3820001,3830000.0
win_385,0.0,1.0,3840001,3850000.0
win_386,0.0,1.0,3850001,3860000.0
win_387,1.980352169012288,0.21786386396289856,3860001,3870000.0
win_388,1.3202340212060055,0.5520794451013531,3870001,3880000.0
win_389,0.0,1.0,3880001,3890000.0
win_390,0.0,1.0,3890001,3900000.0
win_391,3.300585746233168,0.3058473075420577,3900001,3910000.0
win_392,6.6011771317286705,0.021242117633986774,3910001,3920000.0
win_393,1.0168426830564925,0.7437249335495885,3920001,3930000.0
win_394,6.601171954611773,0.19670879746319855,3930001,3940000.0
win_395,6.601171954611773,0.19670879746319855,3940001,3950000.0
win_396,3.300585746233168,0.3058473075420577,3950001,3960000.0
win_397,0.4468455758417405,0.005202676382598411,3960001,3970000.0
win_398,0.0,1.0,3970001,3980000.0
win_399,0.0,0.623187516371728,3980001,3990000.0
win_400,2.640468504557447,0.3547232576977328,3990001,4000000.0
win_402,0.792140035742361,1.0,4010001,4020000.0
win_403,0.0,1.0,4020001,4030000.0
win_404,1.4669273889434735,0.36400191209669214,4030001,4040000.0
win_405,0.0,1.0,4040001,4050000.0
win_406,0.0,1.0,4050001,4060000.0
win_407,0.0,1.0,4060001,4070000.0
win_410,0.0,1.0,4090001,4100000.0
win_411,0.0,1.0,4100001,4110000.0
win_415,0.0,1.0,4140001,4150000.0
win_416,1.2993591868198646,0.0714271955124444,4150001,4160000.0
win_418,0.0,0.6278266891438118,4170001,4180000.0
win_420,0.0,1.0,4190001,4200000.0
win_421,0.0,1.0,4200001,4210000.0
win_422,0.0,1.0,4210001,4220000.0
win_423,0.0,0.623187516371728,4220001,4230000.0
win_424,1.0682402559818285,0.6683858181572491,4230001,4240000.0
win_425,0.0,1.0,4240001,4250000.0
win_426,0.8050197533052892,0.6553669013066477,4250001,4260000.0
win_427,0.6727294260590195,0.3590715627129988,4260001,4270000.0
win_428,0.6508183853550522,0.3356217358352306,4270001,4280000.0
win_429,0.7703109182474854,0.14544384140708655,4280001,4290000.0
win_430,0.6508183853550522,0.3356217358352306,4290001,4300000.0
win_431,0.7417032294462766,0.47401211684257577,4300001,4310000.0
win_432,1.148029728611347,0.7787649354971053,4310001,4320000.0
win_433,0.9800861249705595,1.0,4320001,4330000.0
win_434,0.9210932905158415,1.0,4330001,4340000.0
win_435,0.0,1.0,4340001,4350000.0
win_436,0.8801557493179112,1.0,4350001,4360000.0
win_437,2.82907512134795,0.11327437794030815,4360001,4370000.0
win_438,0.0,0.6199807828339157,4370001,4380000.0
win_439,0.0,0.6278266891438118,4380001,4390000.0
win_440,0.5177383280585297,0.5864853859680581,4390001,4400000.0
win_441,0.0,0.6184501137994644,4400001,4410000.0
win_442,0.0,0.623187516371728,4410001,4420000.0
win_443,1.8003200276077536,0.25625514140163047,4420001,4430000.0
win_444,1.980352169012288,0.21786386396289856,4430001,4440000.0
win_445,2.2003914529511635,0.1808326733761263,4440001,4450000.0
win_446,1.955903801452734,0.27522409709166257,4450001,4460000.0
win_447,1.0622573407690084,0.8392356255844053,4460001,4470000.0
win_448,0.0,0.41029908783872027,4470001,4480000.0
win_449,0.507781576498276,0.3796121328850288,4480001,4490000.0
win_450,0.0,0.17122292342678375,4490001,4500000.0
win_451,0.0,0.1782754539946967,4500001,4510000.0
win_452,0.9486707619602117,1.0,4510001,4520000.0
win_453,0.5177369908040191,0.060423535334364176,4520001,4530000.0
win_454,0.4982009977811777,0.4356566449478794,4530001,4540000.0
win_455,0.733462893358661,0.7974220026980545,4540001,4550000.0
win_456,0.541882379741003,0.0027925705523072723,4550001,4560000.0
win_457,1.0118583081796637,0.9357884102704794,4560001,4570000.0
win_458,1.0193899870176595,0.8701914341836439,4570001,4580000.0
win_459,0.4715116090987235,0.4380702409693237,4580001,4590000.0
win_460,0.48008456425126944,0.43666328813755007,4590001,4600000.0
win_461,0.48008456425126944,0.43666328813755007,4600001,4610000.0
win_462,0.488975036261317,0.43585127638031207,4610001,4620000.0
win_463,0.5280931131055263,0.5844253520276674,4620001,4630000.0
win_464,0.5500970313303941,0.5818670445538929,4630001,4640000.0
win_465,0.5740143337487286,0.7740764156185499,4640001,4650000.0
win_466,0.5388705424401554,0.5828772040305399,4650001,4660000.0
win_467,0.5740143337487286,0.7740764156185499,4660001,4670000.0
win_470,0.0,1.0,4690001,4700000.0
win_471,0.0,1.0,4700001,4710000.0
win_472,0.0,1.0,4710001,4720000.0
win_473,0.0,1.0,4720001,4730000.0
win_474,0.9707601333253989,1.0,4730001,4740000.0
win_475,1.0155645538203306,0.8179935594131961,4740001,4750000.0
win_476,0.0,1.0,4750001,4760000.0
win_477,0.3220079484280861,0.36589022253918574,4760001,4770000.0
win_478,0.929742001886377,1.0,4770001,4780000.0
win_479,0.9963248154123517,0.8116127147643479,4780001,4790000.0
win_480,0.800141371885391,1.0,4790001,4800000.0
win_481,0.800141371885391,1.0,4800001,4810000.0
win_482,0.7881989357589776,0.818023453345194,4810001,4820000.0
win_483,0.800141371885391,1.0,4820001,4830000.0
win_484,0.7766077477539293,0.8182124574982854,4830001,4840000.0
win_485,0.7881989357589776,0.818023453345194,4840001,4850000.0
win_486,0.7881989357589776,0.818023453345194,4850001,4860000.0
win_487,0.8050202038522779,0.8337781412437111,4860001,4870000.0
win_488,0.8572943931109617,1.0,4870001,4880000.0
win_489,0.7766077477539293,0.8182124574982854,4880001,4890000.0
win_490,0.0,1.0,4890001,4900000.0
win_491,0.8517636521551939,1.0,4900001,4910000.0
win_492,0.0,1.0,4910001,4920000.0
win_493,0.0,1.0,4920001,4930000.0
win_494,0.0,1.0,4930001,4940000.0
win_495,0.8801558047034104,1.0,4940001,4950000.0
win_496,0.0,1.0,4950001,4960000.0
win_497,0.0,1.0,4960001,4970000.0
win_498,0.3259830494104448,0.12891357490461763,4970001,4980000.0
win_499,2.514733987177603,0.09517186058043496,4980001,4990000.0
win_500,1.88604961875277,0.23692514810810528,4990001,5000000.0
win_501,1.6502929425737816,0.3649990946409816,5000001,5010000.0
win_502,0.7766076445140285,0.8353714715752378,5010001,5020000.0
win_503,0.0,1.0,5020001,5030000.0
win_504,0.8801558600888583,1.0,5030001,5040000.0
win_505,0.0,0.41029908783872027,5040001,5050000.0
win_506,0.0,0.2577022601590757,5050001,5060000.0
win_507,0.0,1.0,5060001,5070000.0
win_508,0.0,1.0,5070001,5080000.0
win_509,1.0007751582331228,0.9415181414353007,5080001,5090000.0
win_510,0.5077820314512721,1.0,5090001,5100000.0
win_511,0.0,1.0,5100001,5110000.0
win_512,1.886049209268793,0.3122622971330078,5110001,5120000.0
win_513,2.0311299887734156,0.28550478546367286,5120001,5130000.0
win_514,0.7334631397164758,1.0,5130001,5140000.0
win_515,0.7334631397164758,1.0,5140001,5150000.0
win_516,0.5280933311951405,1.0,5150001,5160000.0
win_517,0.7473018420340619,0.7973706854867446,5160001,5170000.0
win_518,0.5280933311951405,1.0,5170001,5180000.0
win_519,0.5740145306160601,1.0,5180001,5190000.0
win_520,0.6388223411268866,0.6274801676174393,5190001,5200000.0
win_521,0.0,1.0,5200001,5210000.0
win_522,0.0,1.0,5210001,5220000.0
win_523,1.51969750981745,0.11504585020523872,5220001,5230000.0
win_524,0.9746691735990948,1.0,5230001,5240000.0
win_525,1.0205120303167514,0.1341424186993012,5240001,5250000.0
win_526,1.0205076827352455,0.13555751573733182,5250001,5260000.0
win_527,0.5425612314938832,0.3740760189985477,5260001,5270000.0
win_528,3.300585746233168,0.3058473075420577,5270001,5280000.0
win_530,0.42864604118975447,0.060705283144634054,5290001,5300000.0
win_531,0.0,0.6336806931696677,5300001,5310000.0
win_532,0.6286826251647741,1.0,5310001,5320000.0
win_533,2.2003914529511635,0.1808326733761263,5320001,5330000.0
win_534,1.1649124697093969,0.7435871295292917,5330001,5340000.0
win_535,1.228124954927323,0.5716136822197658,5340001,5350000.0
win_536,1.1649124697093969,0.7435871295292917,5350001,5360000.0
win_537,1.1001949869520877,0.7049547490297489,5360001,5370000.0
win_538,1.200212797065123,0.6848302448052709,5370001,5380000.0
win_539,1.3897202267529793,0.656695421149849,5380001,5390000.0
win_540,1.8003200276077536,0.25625514140163047,5390001,5400000.0
win_541,6.6011771317286705,0.021242117633986774,5400001,5410000.0
win_542,2.08458130350965,0.19914185081510385,5410001,5420000.0
win_543,2.2003914529511635,0.1808326733761263,5420001,5430000.0
win_544,2.3298263258563843,0.16301249044364127,5430001,5440000.0
win_545,0.8801558600888583,1.0,5440001,5450000.0
win_546,0.8801558600888583,1.0,5450001,5460000.0
win_547,0.7766080574730589,1.0,5460001,5470000.0
win_548,0.7766078509937345,1.0,5470001,5480000.0
win_549,1.3897202267529793,0.656695421149849,5480001,5490000.0
win_550,1.2573658314154288,0.6750847234666294,5490001,5500000.0
win_551,1.0480100055537824,0.01805089399440922,5500001,5510000.0
win_552,1.3202341692007653,0.6656710511082881,5510001,5520000.0
win_553,1.8003200276077536,0.25625514140163047,5520001,5530000.0
win_554,1.3202341692007653,0.6656710511082881,5530001,5540000.0
win_555,0.8251460899492148,1.0,5540001,5550000.0
win_556,0.0,1.0,5550001,5560000.0
win_557,0.0,1.0,5560001,5570000.0
win_558,0.0,1.0,5570001,5580000.0
win_559,0.0,1.0,5580001,5590000.0
win_560,0.0,0.6184501137994644,5590001,5600000.0
win_561,1.0896860371734103,0.05972936611378364,5600001,5610000.0
win_562,1.0180783146271593,0.3410767218436109,5610001,5620000.0
win_563,1.2002127045376927,0.5836179640242266,5620001,5630000.0
win_564,4.4007842923399165,0.0474911094258386,5630001,5640000.0
